#start
# timestamp, 	data
0,	31362
1,	31392
1,	31392
2,	31392
3,	31402
3,	31402
4,	31402
5,	31548
5,	31548
6,	31548
7,	31631
7,	31631
8,	31631
9,	31646
9,	31646
10,	31646
11,	31873
11,	31873
12,	31873
13,	31985
13,	31985
14,	31985
15,	32137
15,	32137
16,	32137
17,	32563
17,	32563
18,	32563
19,	32816
19,	32816
20,	32816
21,	33190
21,	33190
22,	33190
23,	33354
23,	33354
24,	33354
25,	33924
25,	33924
26,	33924
27,	33936
27,	33936
28,	33936
29,	34083
29,	34083
30,	34083
31,	34796
31,	34796
32,	34796
33,	35685
33,	35685
34,	35685
35,	37181
35,	37181
36,	37181
37,	37519
37,	37519
38,	37519
39,	37734
39,	37734
40,	37734
41,	39030
41,	39030
42,	39030
43,	39164
43,	39164
44,	39164
45,	39408
45,	39408
46,	39408
47,	39854
47,	39854
48,	39854
49,	40057
49,	40057
50,	40057
51,	40601
51,	40601
52,	40601
53,	41043
53,	41043
54,	41043
55,	41243
55,	41243
56,	41243
57,	41579
57,	41579
58,	41579
59,	41844
59,	41844
60,	41844
61,	42214
61,	42214
62,	42214
63,	42627
63,	42627
64,	42627
65,	42895
65,	42895
66,	42895
67,	43625
67,	43625
68,	43625
69,	43851
69,	43851
70,	43851
71,	44507
71,	44507
72,	44507
73,	44681
73,	44681
74,	44681
75,	46333
75,	46333
76,	46333
77,	46508
77,	46508
78,	46508
79,	46644
79,	46644
80,	46644
81,	46697
81,	46697
82,	46697
83,	46903
83,	46903
84,	46903
85,	46923
85,	46923
86,	46923
87,	47062
87,	47062
88,	47062
89,	47072
89,	47072
90,	47072
91,	47115
91,	47115
92,	47115
93,	47226
93,	47226
94,	47226
95,	47874
95,	47874
96,	47874
97,	48571
97,	48571
98,	48571
99,	48810
99,	48810
100,	48810
101,	49006
101,	49006
102,	49006
103,	49106
103,	49106
104,	49106
105,	49276
105,	49276
106,	49276
107,	49479
107,	49479
108,	49479
109,	49553
109,	49553
110,	49553
111,	49646
111,	49646
112,	49646
113,	50227
113,	50227
114,	50227
115,	50564
115,	50564
116,	50564
117,	50894
117,	50894
118,	50894
119,	50924
119,	50924
120,	50924
121,	50950
121,	50950
122,	50950
123,	51050
123,	51050
124,	51050
125,	51233
125,	51233
126,	51233
127,	51233
127,	51233
128,	51233
129,	51333
129,	51333
130,	51333
131,	51451
131,	51451
132,	51451
133,	51641
133,	51641
134,	51641
135,	51643
135,	51643
136,	51643
137,	51649
137,	51649
138,	51649
139,	51699
139,	51699
140,	51699
141,	51714
