#Number of emotes that appeared in *10 days* of irc logging, 
# including when the stream was not live
#I commented out some clearly incorrect options, but will 
# probably just use the first few

# 197327 total
# 170470 are in the top 50

1,	normalF
1,	normalC
1,	no1RINK
1,	n3rdNeffy
1,	muselkCool
1,	muh3
1,	moon2WHY
1,	moon2COOL
1,	moon2AMAZING
1,	moofXmas
1,	moofBday
1,	mitchG
1,	mendoM
1,	melLove
1,	mcatSmile
1,	maxyyCool
1,	mariaPew
1,	mangoWEEB
1,	mangoL8R
1,	mangoKrey
1,	mangaDen
1,	lytStumble
1,	Lotus
1,	lirikOBESE
1,	lirikO
1,	lirikN
1,	lirikLEWD
1,	lirikHOLD
1,	lirikFEELS
1,	lirikCLAP
1,	lionTomo
1,	lionSlab
1,	lionElmoFace
1,	lgwLove
1,	lgwFail
1,	lfsC
1,	lassEars
1,	laeREKT
1,	kffcB
1,	kasperPeeko
1,	kasperHeart
1,	KappaBipson
1,	kaidusBrits
1,	joshKittylina
1,	jewelKing
1,	jenPraise
1,	jenFat
1,	jenaYass
1,	jenaCry
1,	hugsNiceshot
1,	hikoXD
1,	hikoLUL
1,	hcjCrab
1,	gwmFail
1,	grimmyRIP
1,	gpmRiku
1,	gpmBuffR
1,	gpmBuff
1,	gotGG
1,	godhyrDeal
1,	godhyrBiits
1,	godhyrBiceps
1,	gibeHype
1,	getGot
1,	gds2dg
1,	gandsLessthanthree
1,	gagsBoop
1,	freddSwag
1,	freddRIP
1,	foxxRIP
1,	forsenSS
1,	ForDaKids
1,	ForDaKids
1,	flewpT
1,	flewpM
1,	flewpC
1,	FC
1,	fatsEyes
1,	evoKorea
1,	evoKorea
1,	etalM
1,	ephixaBoss
1,	duckQuappa
1,	dssClap
1,	drasHype
1,	doodWitness
1,	doodPasta
1,	doodBeamR
1,	doodBeamL
1,	doodBeam
1,	doggoSmile
1,	doggoGiggle
1,	doggoCool
1,	dkwExpand
1,	dkwBruh
1,	diaCry
1,	dazedInsane
1,	dayHeart
1,	danSgame
1,	danSad
1,	danK
1,	danFat
1,	cynicalSalt
1,	cryDDOS
1,	cryCat
1,	cohhSu
1,	cohhR
1,	cohhL
1,	cohhD
1,	COAST
1,	clockWink
1,	clintS
1,	cirWink
1,	cirThree
1,	cirSmug
1,	cirPrise
1,	cirKiss
1,	cincinRage
1,	cincinHype
1,	chrisYO
1,	chrisRIP
1,	chickenDasit
1,	charC
1,	calebIRIS
1,	cakeHey
1,	cakeFp
1,	C9
1,	burnPF
1,	burnLURK
1,	burnHI
1,	burnGASM
1,	brownCRY
1,	broteGhost
1,	brdBro
1,	bogTrash
1,	bobrossSaved
1,	bobrossKappaR
1,	bobrossCanvasB
1,	boatyVV
1,	boatyMC
1,	bl00dGhost
1,	bisRIP
1,	bisHype
1,	bingHeart
1,	bingC
1,	besT
1,	bearhandCRY
1,	bboyShrug
1,	bboyR
1,	Barracks
1,	babyRage
1,	atpLaw
1,	atpGasm
1,	atpCop
1,	atpChar
1,	arraySadface
1,	Apollo
1,	anomXD
1,	anomKappa
1,	anomHeart
1,	aleksDamndude
1,	agonySAVAGE
1,	agonyEW
