1095,	4331
1096,	4348
1097,	5004
1098,	4890
1099,	4461
1100,	4636
1101,	4067
1102,	4150
1103,	4934
1104,	4314
1105,	4007
1106,	3649
1107,	4398
1108,	4301
1109,	3677
1110,	3769
1111,	3827
1112,	4288
1113,	3823
1114,	3888
1115,	4098
1116,	3977
1117,	4635
1118,	4880
1119,	4117
1120,	4319
1121,	4307
1122,	4290
1123,	4892
1124,	4086
1125,	4402
1126,	4246
1127,	4512
1128,	4464
1129,	5143
1130,	4671
1131,	4448
1132,	4119
1133,	4591
1134,	4403
1135,	4239
1136,	3706
1137,	3685
1138,	4560
1139,	4363
1140,	4552
1141,	4304
1142,	4137
1143,	3846
1144,	3796
1145,	3960
1146,	4233
1147,	4322
1148,	3898
1149,	3409
1150,	4344
1151,	3853
1152,	4324
1153,	4962
1154,	4849
1155,	4331
1156,	4348
1157,	5004
1158,	4890
1159,	4461
1160,	4636
1161,	4067
1162,	4150
1163,	4934
1164,	4314
1165,	4007
1166,	3649
1167,	4398
1168,	4301
1169,	3677
1170,	3769
1171,	3827
1172,	4288
1173,	3823
1174,	3888
1175,	4098
1176,	3977
1177,	4635
1178,	4880
1179,	4117
1180,	4319
1181,	4307
1182,	4290
1183,	4892
1184,	4086
1185,	4402
1186,	4246
1187,	4512
1188,	4464
1189,	5143
1190,	4671
1191,	4448
1192,	4119
1193,	4591
1194,	4403
1195,	4239
1196,	3706
1197,	3685
1198,	4560
1199,	4363
1200,	4552
1201,	4304
1202,	4137
1203,	3846
1204,	3796
1205,	3960
1206,	4233
1207,	4322
1208,	3898
1209,	3409
1210,	4344
1211,	3853
1212,	4324
1213,	4962
1214,	4849
1215,	4331
1216,	4348
1217,	5004
1218,	4890
1219,	4461
1220,	4636
1221,	4067
1222,	4150
1223,	4934
1224,	4314
1225,	4007
1226,	3649
1227,	4398
1228,	4301
1229,	3677
1230,	3769
1231,	3827
1232,	4288
1233,	3823
1234,	3888
1235,	4098
1236,	3977
1237,	4635
1238,	4880
1239,	4117
1240,	4319
1241,	4307
1242,	4290
1243,	4892
1244,	4086
1245,	4402
1246,	4246
1247,	4512
1248,	4464
1249,	5143
1250,	4671
1251,	4448
1252,	4119
1253,	4591
1254,	4403
1255,	4239
1256,	3706
1257,	3685
1258,	4560
1259,	4363
1260,	4552
1261,	4304
1262,	4137
1263,	3846
1264,	3796
1265,	3960
1266,	4233
1267,	4322
1268,	3898
1269,	3409
1270,	4344
1271,	3853
1272,	4324
1273,	4962
1274,	4849
1275,	4331
1276,	4348
1277,	5004
1278,	4890
1279,	4461
1280,	4636
1281,	4067
1282,	4150
1283,	4934
1284,	4314
1285,	4007
1286,	3649
1287,	4398
1288,	4301
1289,	3677
1290,	3769
1291,	3827
1292,	4288
1293,	3823
1294,	3888
1295,	4098
1296,	3977
1297,	4635
1298,	4880
1299,	4117
1300,	4319
1301,	4307
1302,	4290
1303,	4892
1304,	4086
1305,	4402
1306,	4246
1307,	4512
1308,	4464
1309,	5143
1310,	4671
1311,	4448
1312,	4119
1313,	4591
1314,	4403
1315,	4239
1316,	3706
1317,	3685
1318,	4560
1319,	4363
1320,	4552
1321,	4304
1322,	4137
1323,	3846
1324,	3796
1325,	3960
1326,	4233
1327,	4322
1328,	3898
1329,	3409
1330,	4344
1331,	3853
1332,	4324
1333,	4962
1334,	4849
1335,	4331
1336,	4348
1337,	5004
1338,	4890
1339,	4461
1340,	4636
1341,	4067
1342,	4150
1343,	4934
1344,	4314
1345,	4007
1346,	3649
1347,	4398
1348,	4301
1349,	3677
1350,	3769
1351,	3827
1352,	4288
1353,	3823
1354,	3888
1355,	4098
1356,	3977
1357,	4635
1358,	4880
1359,	4117
1360,	4319
1361,	4307
1362,	4290
1363,	4892
1364,	4086
1365,	4402
1366,	4246
1367,	4512
1368,	4464
1369,	5143
1370,	4671
1371,	4448
1372,	4119
1373,	4591
1374,	4403
1375,	4239
1376,	3706
1377,	3685
1378,	4560
1379,	4363
1380,	4552
1381,	4304
1382,	4137
1383,	3846
1384,	3796
1385,	3960
1386,	4233
1387,	4322
1388,	3898
1389,	3409
1390,	4344
1391,	3853
1392,	4324
1393,	4962
1394,	4849
1395,	4331
1396,	4348
1397,	5004
1398,	4890
1399,	4461
1400,	4636
1401,	4067
1402,	4150
1403,	4934
1404,	4314
1405,	4007
1406,	3649
1407,	4398
1408,	4301
1409,	3677
1410,	3769
1411,	3827
1412,	4288
1413,	3823
1414,	3888
1415,	4098
1416,	3977
1417,	4635
1418,	4880
1419,	4117
1420,	4319
1421,	4307
1422,	4290
1423,	4892
1424,	4086
1425,	4402
1426,	4246
1427,	4512
1428,	4464
1429,	5143
1430,	4671
1431,	4448
1432,	4119
1433,	4591
1434,	4403
1435,	4239
1436,	3706
1437,	3685
1438,	4560
1439,	4363
1440,	4552
1441,	4304
1442,	4137
1443,	3846
1444,	3796
1445,	3960
1446,	4233
1447,	4322
1448,	3898
1449,	3409
1450,	4344
1451,	3853
1452,	4324
1453,	4962
1454,	4849
1455,	4331
1456,	4348
1457,	5004
1458,	4890
1459,	4461
1460,	4636
1461,	4067
1462,	4150
1463,	4934
1464,	4314
1465,	4007
1466,	3649
1467,	4398
1468,	4301
1469,	3677
1470,	3769
1471,	3827
1472,	4288
1473,	3823
1474,	3888
1475,	4098
1476,	3977
1477,	4635
1478,	4880
1479,	4117
1480,	4319
1481,	4307
1482,	4290
1483,	4892
1484,	4086
1485,	4402
1486,	4246
1487,	4512
1488,	4464
1489,	5143
1490,	4671
1491,	4448
1492,	4119
1493,	4591
1494,	4403
1495,	4239
1496,	3706
1497,	3685
1498,	4560
1499,	4363
1500,	4552
1501,	4304
1502,	4137
1503,	3846
1504,	3796
1505,	3960
1506,	4233
1507,	4322
1508,	3898
1509,	3409
1510,	4344
1511,	3853
1512,	4324
1513,	4962
1514,	4849
1515,	4331
1516,	4348
1517,	5004
1518,	4890
1519,	4461
1520,	4636
1521,	4067
1522,	4150
1523,	4934
1524,	4314
1525,	4007
1526,	3649
1527,	4398
1528,	4301
1529,	3677
1530,	3769
1531,	3827
1532,	4288
1533,	3823
1534,	3888
1535,	4098
1536,	3977
1537,	4635
1538,	4880
1539,	4117
1540,	4319
1541,	4307
1542,	4290
1543,	4892
1544,	4086
1545,	4402
1546,	4246
1547,	4512
1548,	4464
1549,	5143
1550,	4671
1551,	4448
1552,	4119
1553,	4591
1554,	4403
1555,	4239
1556,	3706
1557,	3685
1558,	4560
1559,	4363
1560,	4552
1561,	4304
1562,	4137
1563,	3846
1564,	3796
1565,	3960
1566,	4233
1567,	4322
1568,	3898
1569,	3409
1570,	4344
1571,	3853
1572,	4324
1573,	4962
1574,	4849
1575,	4331
1576,	4348
1577,	5004
1578,	4890
1579,	4461
1580,	4636
1581,	4067
1582,	4150
1583,	4934
1584,	4314
1585,	4007
1586,	3649
1587,	4398
1588,	4301
1589,	3677
1590,	3769
1591,	3827
1592,	4288
1593,	3823
1594,	3888
1595,	4098
1596,	3977
1597,	4635
1598,	4880
1599,	4117
1600,	4319
1601,	4307
1602,	4290
1603,	4892
1604,	4086
1605,	4402
1606,	4246
1607,	4512
1608,	4464
1609,	5143
1610,	4671
1611,	4448
1612,	4119
1613,	4591
1614,	4403
1615,	4239
1616,	3706
1617,	3685
1618,	4560
1619,	4363
1620,	4552
1621,	4304
1622,	4137
1623,	3846
1624,	3796
1625,	3960
1626,	4233
1627,	4322
1628,	3898
1629,	3409
1630,	4344
1631,	3853
1632,	4324
1633,	4962
1634,	4849
1635,	4331
1636,	4348
1637,	5004
1638,	4890
1639,	4461
1640,	4636
1641,	4067
1642,	4150
1643,	4934
1644,	4314
1645,	4007
1646,	3649
1647,	4398
1648,	4301
1649,	3677
1650,	3769
1651,	3827
1652,	4288
1653,	3823
1654,	3888
1655,	4098
1656,	3977
1657,	4635
1658,	4880
1659,	4117
1660,	4319
1661,	4307
1662,	4290
1663,	4892
1664,	4086
1665,	4402
1666,	4246
1667,	4512
1668,	4464
1669,	5143
1670,	4671
1671,	4448
1672,	4119
1673,	4591
1674,	4403
1675,	4239
1676,	3706
1677,	3685
1678,	4560
1679,	4363
1680,	4552
1681,	4304
1682,	4137
1683,	3846
1684,	3796
1685,	3960
1686,	4233
1687,	4322
1688,	3898
1689,	3409
1690,	4344
1691,	3853
1692,	4324
1693,	4962
1694,	4849
1695,	4331
1696,	4348
1697,	5004
1698,	4890
1699,	4461
1700,	4636
1701,	4067
1702,	4150
1703,	4934
1704,	4314
1705,	4007
1706,	3649
1707,	4398
1708,	4301
1709,	3677
1710,	3769
1711,	3827
1712,	4288
1713,	3823
1714,	3888
1715,	4098
1716,	3977
1717,	4635
1718,	4880
1719,	4117
1720,	4319
1721,	4307
1722,	4290
1723,	4892
1724,	4086
1725,	4402
1726,	4246
1727,	4512
1728,	4464
1729,	5143
1730,	4671
1731,	4448
1732,	4119
1733,	4591
1734,	4403
1735,	4239
1736,	3706
1737,	3685
1738,	4560
1739,	4363
1740,	4552
1741,	4304
1742,	4137
1743,	3846
1744,	3796
1745,	3960
1746,	4233
1747,	4322
1748,	3898
1749,	3409
1750,	4344
1751,	3853
1752,	4324
1753,	4962
1754,	4849
1755,	4331
1756,	4348
1757,	5004
1758,	4890
1759,	4461
1760,	4636
1761,	4067
1762,	4150
1763,	4934
1764,	4314
1765,	4007
1766,	3649
1767,	4398
1768,	4301
1769,	3677
1770,	3769
1771,	3827
1772,	4288
1773,	3823
1774,	3888
1775,	4098
1776,	3977
1777,	4635
1778,	4880
1779,	4117
1780,	4319
1781,	4307
1782,	4290
1783,	4892
1784,	4086
1785,	4402
1786,	4246
1787,	4512
1788,	4464
1789,	5143
1790,	4671
1791,	4448
1792,	4119
1793,	4591
1794,	4403
1795,	4239
1796,	3706
1797,	3685
1798,	4560
1799,	4363
1800,	4552
1801,	4304
1802,	4137
1803,	3846
1804,	3796
1805,	3960
1806,	4233
1807,	4322
1808,	3898
1809,	3409
1810,	4344
1811,	3853
1812,	4324
1813,	4962
1814,	4849
1815,	4331
1816,	4348
1817,	5004
1818,	4890
1819,	4461
1820,	4636
1821,	4067
1822,	4150
1823,	4934
1824,	4314
1825,	4007
1826,	3649
1827,	4398
1828,	4301
1829,	3677
1830,	3769
1831,	3827
1832,	4288
1833,	3823
1834,	3888
1835,	4098
1836,	3977
1837,	4635
1838,	4880
1839,	4117
1840,	4319
1841,	4307
1842,	4290
1843,	4892
1844,	4086
1845,	4402
1846,	4246
1847,	4512
1848,	4464
1849,	5143
1850,	4671
1851,	4448
1852,	4119
1853,	4591
1854,	4403
1855,	4239
1856,	3706
1857,	3685
1858,	4560
1859,	4363
1860,	4552
1861,	4304
1862,	4137
1863,	3846
1864,	3796
1865,	3960
1866,	4233
1867,	4322
1868,	3898
1869,	3409
1870,	4344
1871,	3853
1872,	4324
1873,	4962
1874,	4849
1875,	4331
1876,	4348
1877,	5004
1878,	4890
1879,	4461
1880,	4636
1881,	4067
1882,	4150
1883,	4934
1884,	4314
1885,	4007
1886,	3649
1887,	4398
1888,	4301
1889,	3677
1890,	3769
1891,	3827
1892,	4288
1893,	3823
1894,	3888
1895,	4098
1896,	3977
1897,	4635
1898,	4880
1899,	4117
1900,	4319
1901,	4307
1902,	4290
1903,	4892
1904,	4086
1905,	4402
1906,	4246
1907,	4512
1908,	4464
1909,	5143
1910,	4671
1911,	4448
1912,	4119
1913,	4591
1914,	4403
1915,	4239
1916,	3706
1917,	3685
1918,	4560
1919,	4363
1920,	4552
1921,	4304
1922,	4137
1923,	3846
1924,	3796
1925,	3960
1926,	4233
1927,	4322
1928,	3898
1929,	3409
1930,	4344
1931,	3853
1932,	4324
1933,	4962
1934,	4849
1935,	4331
1936,	4348
1937,	5004
1938,	4890
1939,	4461
1940,	4636
1941,	4067
1942,	4150
1943,	4934
1944,	4314
1945,	4007
1946,	3649
1947,	4398
1948,	4301
1949,	3677
1950,	3769
1951,	3827
1952,	4288
1953,	3823
1954,	3888
1955,	4098
1956,	3977
1957,	4635
1958,	4880
1959,	4117
1960,	4319
1961,	4307
1962,	4290
1963,	4892
1964,	4086
1965,	4402
1966,	4246
1967,	4512
1968,	4464
1969,	5143
1970,	4671
1971,	4448
1972,	4119
1973,	4591
1974,	4403
1975,	4239
1976,	3706
1977,	3685
1978,	4560
1979,	4363
1980,	4552
1981,	4304
1982,	4137
1983,	3846
1984,	3796
1985,	3960
1986,	4233
1987,	4322
1988,	3898
1989,	3409
1990,	4344
1991,	3853
1992,	4324
1993,	4962
1994,	4849
1995,	4331
1996,	4348
1997,	5004
1998,	4890
1999,	4461
2000,	4636
2001,	4067
2002,	4150
2003,	4934
2004,	4314
2005,	4007
2006,	3649
2007,	4398
2008,	4301
2009,	3677
2010,	3769
2011,	3827
2012,	4288
2013,	3823
2014,	3888
2015,	4098
2016,	3977
2017,	4635
2018,	4880
2019,	4117
2020,	4319
2021,	4307
2022,	4290
2023,	4892
2024,	4086
2025,	4402
2026,	4246
2027,	4512
2028,	4464
2029,	5143
2030,	4671
2031,	4448
2032,	4119
2033,	4591
2034,	4403
2035,	4239
2036,	3706
2037,	3685
2038,	4560
2039,	4363
2040,	4552
2041,	4304
2042,	4137
2043,	3846
2044,	3796
2045,	3960
2046,	4233
2047,	4322
2048,	3898
2049,	3409
2050,	4344
2051,	3853
2052,	4324
2053,	4962
2054,	4849
2055,	4331
2056,	4348
2057,	5004
2058,	4890
2059,	4461
2060,	4636
2061,	4067
2062,	4150
2063,	4934
2064,	4314
2065,	4007
2066,	3649
2067,	4398
2068,	4301
2069,	3677
2070,	3769
2071,	3827
2072,	4288
2073,	3823
2074,	3888
2075,	4098
2076,	3977
2077,	4635
2078,	4880
2079,	4117
2080,	4319
2081,	4307
2082,	4290
2083,	4892
2084,	4086
2085,	4402
2086,	4246
2087,	4512
2088,	4464
2089,	5143
2090,	4671
2091,	4448
2092,	4119
2093,	4591
2094,	4403
2095,	4239
2096,	3706
2097,	3685
2098,	4560
2099,	4363
2100,	4552
2101,	4304
2102,	4137
2103,	3846
2104,	3796
2105,	3960
2106,	4233
2107,	4322
2108,	3898
2109,	3409
2110,	4344
2111,	3853
2112,	4324
2113,	4962
2114,	4849
2115,	4331
2116,	4348
2117,	5004
2118,	4890
2119,	4461
2120,	4636
2121,	4067
2122,	4150
2123,	4934
2124,	4314
2125,	4007
2126,	3649
2127,	4398
2128,	4301
2129,	3677
2130,	3769
2131,	3827
2132,	4288
2133,	3823
2134,	3888
2135,	4098
2136,	3977
2137,	4635
2138,	4880
2139,	4117
2140,	4319
2141,	4307
2142,	4290
2143,	4892
2144,	4086
2145,	4402
2146,	4246
2147,	4512
2148,	4464
2149,	5143
2150,	4671
2151,	4448
2152,	4119
2153,	4591
2154,	4403
2155,	4239
2156,	3706
2157,	3685
2158,	4560
2159,	4363
2160,	4552
2161,	4304
2162,	4137
2163,	3846
2164,	3796
2165,	3960
2166,	4233
2167,	4322
2168,	3898
2169,	3409
2170,	4344
2171,	3853
2172,	4324
2173,	4962
2174,	4849
2175,	4331
2176,	4348
2177,	5004
2178,	4890
2179,	4461
2180,	4636
2181,	4067
2182,	4150
2183,	4934
2184,	4314
2185,	4007
2186,	3649
2187,	4398
2188,	4301
2189,	3677
2190,	3769
2191,	3827
2192,	4288
2193,	3823
2194,	3888
2195,	4098
2196,	3977
2197,	4635
2198,	4880
2199,	4117
2200,	4319
2201,	4307
2202,	4290
2203,	4892
2204,	4086
2205,	4402
2206,	4246
2207,	4512
2208,	4464
2209,	5143
2210,	4671
2211,	4448
2212,	4119
2213,	4591
2214,	4403
2215,	4239
2216,	3706
2217,	3685
2218,	4560
2219,	4363
2220,	4552
2221,	4304
2222,	4137
2223,	3846
2224,	3796
2225,	3960
2226,	4233
2227,	4322
2228,	3898
2229,	3409
2230,	4344
2231,	3853
2232,	4324
2233,	4962
2234,	4849
2235,	4331
2236,	4348
2237,	5004
2238,	4890
2239,	4461
2240,	4636
2241,	4067
2242,	4150
2243,	4934
2244,	4314
2245,	4007
2246,	3649
2247,	4398
2248,	4301
2249,	3677
2250,	3769
2251,	3827
2252,	4288
2253,	3823
2254,	3888
2255,	4098
2256,	3977
2257,	4635
2258,	4880
2259,	4117
2260,	4319
2261,	4307
2262,	4290
2263,	4892
2264,	4086
2265,	4402
2266,	4246
2267,	4512
2268,	4464
2269,	5143
2270,	4671
2271,	4448
2272,	4119
2273,	4591
2274,	4403
2275,	4239
2276,	3706
2277,	3685
2278,	4560
2279,	4363
2280,	4552
2281,	4304
2282,	4137
2283,	3846
2284,	3796
2285,	3960
2286,	4233
2287,	4322
2288,	3898
2289,	3409
2290,	4344
2291,	3853
2292,	4324
2293,	4962
2294,	4849
2295,	4331
2296,	4348
2297,	5004
2298,	4890
2299,	4461
2300,	4636
2301,	4067
2302,	4150
2303,	4934
2304,	4314
2305,	4007
2306,	3649
2307,	4398
2308,	4301
2309,	3677
2310,	3769
2311,	3827
2312,	4288
2313,	3823
2314,	3888
2315,	4098
2316,	3977
2317,	4635
2318,	4880
2319,	4117
2320,	4319
2321,	4307
2322,	4290
2323,	4892
2324,	4086
2325,	4402
2326,	4246
2327,	4512
2328,	4464
2329,	5143
2330,	4671
2331,	4448
2332,	4119
2333,	4591
2334,	4403
2335,	4239
2336,	3706
2337,	3685
2338,	4560
2339,	4363
2340,	4552
2341,	4304
2342,	4137
2343,	3846
2344,	3796
2345,	3960
2346,	4233
2347,	4322
2348,	3898
2349,	3409
2350,	4344
2351,	3853
2352,	4324
2353,	4962
2354,	4849
2355,	4331
2356,	4348
2357,	5004
2358,	4890
2359,	4461
2360,	4636
2361,	4067
2362,	4150
2363,	4934
2364,	4314
2365,	4007
2366,	3649
2367,	4398
2368,	4301
2369,	3677
2370,	3769
2371,	3827
2372,	4288
2373,	3823
2374,	3888
2375,	4098
2376,	3977
2377,	4635
2378,	4880
2379,	4117
2380,	4319
2381,	4307
2382,	4290
2383,	4892
2384,	4086
2385,	4402
2386,	4246
2387,	4512
2388,	4464
2389,	5143
2390,	4671
2391,	4448
2392,	4119
2393,	4591
2394,	4403
2395,	4239
2396,	3706
2397,	3685
2398,	4560
2399,	4363
2400,	4552
2401,	4304
2402,	4137
2403,	3846
2404,	3796
2405,	3960
2406,	4233
2407,	4322
2408,	3898
2409,	3409
2410,	4344
2411,	3853
2412,	4324
2413,	4962
2414,	4849
2415,	4331
2416,	4348
2417,	5004
2418,	4890
2419,	4461
2420,	4636
2421,	4067
2422,	4150
2423,	4934
2424,	4314
2425,	4007
2426,	3649
2427,	4398
2428,	4301
2429,	3677
2430,	3769
2431,	3827
2432,	4288
2433,	3823
2434,	3888
2435,	4098
2436,	3977
2437,	4635
2438,	4880
2439,	4117
2440,	4319
2441,	4307
2442,	4290
2443,	4892
2444,	4086
2445,	4402
2446,	4246
2447,	4512
2448,	4464
2449,	5143
2450,	4671
2451,	4448
2452,	4119
2453,	4591
2454,	4403
2455,	4239
2456,	3706
2457,	3685
2458,	4560
2459,	4363
2460,	4552
2461,	4304
2462,	4137
2463,	3846
2464,	3796
2465,	3960
2466,	4233
2467,	4322
2468,	3898
2469,	3409
2470,	4344
2471,	3853
2472,	4324
2473,	4962
2474,	4849
2475,	4331
2476,	4348
2477,	5004
2478,	4890
2479,	4461
2480,	4636
2481,	4067
2482,	4150
2483,	4934
2484,	4314
2485,	4007
2486,	3649
2487,	4398
2488,	4301
2489,	3677
2490,	3769
2491,	3827
2492,	4288
2493,	3823
2494,	3888
2495,	4098
2496,	3977
2497,	4635
2498,	4880
2499,	4117
2500,	4319
2501,	4307
2502,	4290
2503,	4892
2504,	4086
2505,	4402
2506,	4246
2507,	4512
2508,	4464
2509,	5143
2510,	4671
2511,	4448
2512,	4119
2513,	4591
2514,	4403
2515,	4239
2516,	3706
2517,	3685
2518,	4560
2519,	4363
2520,	4552
2521,	4304
2522,	4137
2523,	3846
2524,	3796
2525,	3960
2526,	4233
2527,	4322
2528,	3898
2529,	3409
2530,	4344
2531,	3853
2532,	4324
2533,	4962
2534,	4849
2535,	4331
2536,	4348
2537,	5004
2538,	4890
2539,	4461
2540,	4636
2541,	4067
2542,	4150
2543,	4934
2544,	4314
2545,	4007
2546,	3649
2547,	4398
2548,	4301
2549,	3677
2550,	3769
2551,	3827
2552,	4288
2553,	3823
2554,	3888
2555,	4098
2556,	3977
2557,	4635
2558,	4880
2559,	4117
2560,	4319
2561,	4307
2562,	4290
2563,	4892
2564,	4086
2565,	4402
2566,	4246
2567,	4512
2568,	4464
2569,	5143
2570,	4671
2571,	4448
2572,	4119
2573,	4591
2574,	4403
2575,	4239
2576,	3706
2577,	3685
2578,	4560
2579,	4363
2580,	4552
2581,	4304
2582,	4137
2583,	3846
2584,	3796
2585,	3960
2586,	4233
2587,	4322
2588,	3898
2589,	3409
2590,	4344
2591,	3853
2592,	4324
2593,	4962
2594,	4849
2595,	4331
2596,	4348
2597,	5004
2598,	4890
2599,	4461
2600,	4636
2601,	4067
2602,	4150
2603,	4934
2604,	4314
2605,	4007
2606,	3649
2607,	4398
2608,	4301
2609,	3677
2610,	3769
2611,	3827
2612,	4288
2613,	3823
2614,	3888
2615,	4098
2616,	3977
2617,	4635
2618,	4880
2619,	4117
2620,	4319
2621,	4307
2622,	4290
2623,	4892
2624,	4086
2625,	4402
2626,	4246
2627,	4512
2628,	4464
2629,	5143
2630,	4671
2631,	4448
2632,	4119
2633,	4591
2634,	4403
2635,	4239
2636,	3706
2637,	3685
2638,	4560
2639,	4363
2640,	4552
2641,	4304
2642,	4137
2643,	3846
2644,	3796
2645,	3960
2646,	4233
2647,	4322
2648,	3898
2649,	3409
2650,	4344
2651,	3853
2652,	4324
2653,	4962
2654,	4849
2655,	4331
2656,	4348
2657,	5004
2658,	4890
2659,	4461
2660,	4636
2661,	4067
2662,	4150
2663,	4934
2664,	4314
2665,	4007
2666,	3649
2667,	4398
2668,	4301
2669,	3677
2670,	3769
2671,	3827
2672,	4288
2673,	3823
2674,	3888
2675,	4098
2676,	3977
2677,	4635
2678,	4880
2679,	4117
2680,	4319
2681,	4307
2682,	4290
2683,	4892
2684,	4086
2685,	4402
2686,	4246
2687,	4512
2688,	4464
2689,	5143
2690,	4671
2691,	4448
2692,	4119
2693,	4591
2694,	4403
2695,	4239
2696,	3706
2697,	3685
2698,	4560
2699,	4363
2700,	4552
2701,	4304
2702,	4137
2703,	3846
2704,	3796
2705,	3960
2706,	4233
2707,	4322
2708,	3898
2709,	3409
2710,	4344
2711,	3853
2712,	4324
2713,	4962
2714,	4849
2715,	4331
2716,	4348
2717,	5004
2718,	4890
2719,	4461
2720,	4636
2721,	4067
2722,	4150
2723,	4934
2724,	4314
2725,	4007
2726,	3649
2727,	4398
2728,	4301
2729,	3677
2730,	3769
2731,	3827
2732,	4288
2733,	3823
2734,	3888
2735,	4098
2736,	3977
2737,	4635
2738,	4880
2739,	4117
2740,	4319
2741,	4307
2742,	4290
2743,	4892
2744,	4086
2745,	4402
2746,	4246
2747,	4512
2748,	4464
2749,	5143
2750,	4671
2751,	4448
2752,	4119
2753,	4591
2754,	4403
2755,	4239
2756,	3706
2757,	3685
2758,	4560
2759,	4363
